,0,1
380,0.03,0.8
381,0.03,0.81
382,0.03,0.8200000000000001
383,0.03,0.8300000000000001
384,0.03,0.84
385,0.03,0.85
386,0.03,0.86
387,0.03,0.87
388,0.03,0.88
389,0.03,0.89
390,0.03,0.9
391,0.03,0.91
392,0.03,0.92
393,0.03,0.93
394,0.03,0.9400000000000001
395,0.03,0.9500000000000001
396,0.03,0.96
397,0.03,0.97
398,0.03,0.98
399,0.03,0.99
400,0.04,0.0
401,0.04,0.01
402,0.04,0.02
403,0.04,0.03
404,0.04,0.04
405,0.04,0.05
406,0.04,0.06
407,0.04,0.07
408,0.04,0.08
409,0.04,0.09
410,0.04,0.1
411,0.04,0.11
412,0.04,0.12
413,0.04,0.13
414,0.04,0.14
415,0.04,0.15
416,0.04,0.16
417,0.04,0.17
418,0.04,0.18
419,0.04,0.19
420,0.04,0.2
421,0.04,0.21
422,0.04,0.22
423,0.04,0.23
424,0.04,0.24
425,0.04,0.25
426,0.04,0.26
427,0.04,0.27
428,0.04,0.28
429,0.04,0.29
430,0.04,0.3
431,0.04,0.31
432,0.04,0.32
433,0.04,0.33
434,0.04,0.34
435,0.04,0.35000000000000003
436,0.04,0.36
437,0.04,0.37
438,0.04,0.38
439,0.04,0.39
440,0.04,0.4
441,0.04,0.41000000000000003
442,0.04,0.42
443,0.04,0.43
444,0.04,0.44
445,0.04,0.45
446,0.04,0.46
447,0.04,0.47000000000000003
448,0.04,0.48
449,0.04,0.49
450,0.04,0.5
451,0.04,0.51
452,0.04,0.52
453,0.04,0.53
454,0.04,0.54
455,0.04,0.55
456,0.04,0.56
457,0.04,0.5700000000000001
458,0.04,0.58
459,0.04,0.59
460,0.04,0.6
461,0.04,0.61
462,0.04,0.62
463,0.04,0.63
464,0.04,0.64
465,0.04,0.65
466,0.04,0.66
467,0.04,0.67
468,0.04,0.68
469,0.04,0.6900000000000001
470,0.04,0.7000000000000001
471,0.04,0.71
472,0.04,0.72
473,0.04,0.73
474,0.04,0.74
475,0.04,0.75
476,0.04,0.76
477,0.04,0.77
478,0.04,0.78
479,0.04,0.79
480,0.04,0.8
481,0.04,0.81
482,0.04,0.8200000000000001
483,0.04,0.8300000000000001
484,0.04,0.84
485,0.04,0.85
486,0.04,0.86
487,0.04,0.87
488,0.04,0.88
489,0.04,0.89
490,0.04,0.9
491,0.04,0.91
492,0.04,0.92
493,0.04,0.93
494,0.04,0.9400000000000001
495,0.04,0.9500000000000001
496,0.04,0.96
497,0.04,0.97
498,0.04,0.98
499,0.04,0.99
500,0.05,0.0
501,0.05,0.01
502,0.05,0.02
503,0.05,0.03
504,0.05,0.04
505,0.05,0.05
506,0.05,0.06
507,0.05,0.07
508,0.05,0.08
509,0.05,0.09
510,0.05,0.1
511,0.05,0.11
512,0.05,0.12
513,0.05,0.13
514,0.05,0.14
515,0.05,0.15
516,0.05,0.16
517,0.05,0.17
518,0.05,0.18
519,0.05,0.19
520,0.05,0.2
521,0.05,0.21
522,0.05,0.22
523,0.05,0.23
524,0.05,0.24
525,0.05,0.25
526,0.05,0.26
527,0.05,0.27
528,0.05,0.28
529,0.05,0.29
530,0.05,0.3
531,0.05,0.31
532,0.05,0.32
533,0.05,0.33
534,0.05,0.34
535,0.05,0.35000000000000003
536,0.05,0.36
537,0.05,0.37
538,0.05,0.38
539,0.05,0.39
540,0.05,0.4
541,0.05,0.41000000000000003
542,0.05,0.42
543,0.05,0.43
544,0.05,0.44
545,0.05,0.45
546,0.05,0.46
547,0.05,0.47000000000000003
548,0.05,0.48
549,0.05,0.49
550,0.05,0.5
551,0.05,0.51
552,0.05,0.52
553,0.05,0.53
554,0.05,0.54
555,0.05,0.55
556,0.05,0.56
557,0.05,0.5700000000000001
558,0.05,0.58
559,0.05,0.59
560,0.05,0.6
561,0.05,0.61
562,0.05,0.62
563,0.05,0.63
564,0.05,0.64
565,0.05,0.65
566,0.05,0.66
567,0.05,0.67
568,0.05,0.68
569,0.05,0.6900000000000001
570,0.05,0.7000000000000001
571,0.05,0.71
572,0.05,0.72
573,0.05,0.73
574,0.05,0.74
575,0.05,0.75
576,0.05,0.76
577,0.05,0.77
578,0.05,0.78
579,0.05,0.79
580,0.05,0.8
581,0.05,0.81
582,0.05,0.8200000000000001
583,0.05,0.8300000000000001
584,0.05,0.84
585,0.05,0.85
586,0.05,0.86
587,0.05,0.87
588,0.05,0.88
589,0.05,0.89
590,0.05,0.9
591,0.05,0.91
592,0.05,0.92
593,0.05,0.93
594,0.05,0.9400000000000001
595,0.05,0.9500000000000001
596,0.05,0.96
597,0.05,0.97
598,0.05,0.98
599,0.05,0.99
600,0.06,0.0
601,0.06,0.01
602,0.06,0.02
603,0.06,0.03
604,0.06,0.04
605,0.06,0.05
606,0.06,0.06
607,0.06,0.07
608,0.06,0.08
609,0.06,0.09
610,0.06,0.1
611,0.06,0.11
612,0.06,0.12
613,0.06,0.13
614,0.06,0.14
615,0.06,0.15
616,0.06,0.16
617,0.06,0.17
618,0.06,0.18
619,0.06,0.19
620,0.06,0.2
621,0.06,0.21
622,0.06,0.22
623,0.06,0.23
624,0.06,0.24
625,0.06,0.25
626,0.06,0.26
627,0.06,0.27
628,0.06,0.28
629,0.06,0.29
630,0.06,0.3
631,0.06,0.31
632,0.06,0.32
633,0.06,0.33
634,0.06,0.34
635,0.06,0.35000000000000003
636,0.06,0.36
637,0.06,0.37
638,0.06,0.38
639,0.06,0.39
640,0.06,0.4
641,0.06,0.41000000000000003
642,0.06,0.42
643,0.06,0.43
644,0.06,0.44
645,0.06,0.45
646,0.06,0.46
647,0.06,0.47000000000000003
648,0.06,0.48
649,0.06,0.49
650,0.06,0.5
651,0.06,0.51
652,0.06,0.52
653,0.06,0.53
654,0.06,0.54
655,0.06,0.55
656,0.06,0.56
657,0.06,0.5700000000000001
658,0.06,0.58
659,0.06,0.59
660,0.06,0.6
661,0.06,0.61
662,0.06,0.62
663,0.06,0.63
664,0.06,0.64
665,0.06,0.65
666,0.06,0.66
667,0.06,0.67
668,0.06,0.68
669,0.06,0.6900000000000001
670,0.06,0.7000000000000001
671,0.06,0.71
672,0.06,0.72
673,0.06,0.73
674,0.06,0.74
675,0.06,0.75
676,0.06,0.76
677,0.06,0.77
678,0.06,0.78
679,0.06,0.79
680,0.06,0.8
681,0.06,0.81
682,0.06,0.8200000000000001
683,0.06,0.8300000000000001
684,0.06,0.84
685,0.06,0.85
686,0.06,0.86
687,0.06,0.87
688,0.06,0.88
689,0.06,0.89
690,0.06,0.9
691,0.06,0.91
692,0.06,0.92
693,0.06,0.93
694,0.06,0.9400000000000001
695,0.06,0.9500000000000001
696,0.06,0.96
697,0.06,0.97
698,0.06,0.98
699,0.06,0.99
700,0.07,0.0
701,0.07,0.01
702,0.07,0.02
703,0.07,0.03
704,0.07,0.04
705,0.07,0.05
706,0.07,0.06
707,0.07,0.07
708,0.07,0.08
709,0.07,0.09
710,0.07,0.1
711,0.07,0.11
712,0.07,0.12
713,0.07,0.13
714,0.07,0.14
715,0.07,0.15
716,0.07,0.16
717,0.07,0.17
718,0.07,0.18
719,0.07,0.19
720,0.07,0.2
721,0.07,0.21
722,0.07,0.22
723,0.07,0.23
724,0.07,0.24
725,0.07,0.25
726,0.07,0.26
727,0.07,0.27
728,0.07,0.28
729,0.07,0.29
730,0.07,0.3
731,0.07,0.31
732,0.07,0.32
733,0.07,0.33
734,0.07,0.34
735,0.07,0.35000000000000003
736,0.07,0.36
737,0.07,0.37
738,0.07,0.38
739,0.07,0.39
740,0.07,0.4
741,0.07,0.41000000000000003
742,0.07,0.42
743,0.07,0.43
744,0.07,0.44
745,0.07,0.45
746,0.07,0.46
747,0.07,0.47000000000000003
748,0.07,0.48
749,0.07,0.49
750,0.07,0.5
751,0.07,0.51
752,0.07,0.52
753,0.07,0.53
754,0.07,0.54
755,0.07,0.55
756,0.07,0.56
757,0.07,0.5700000000000001
758,0.07,0.58
759,0.07,0.59
760,0.07,0.6
761,0.07,0.61
762,0.07,0.62
763,0.07,0.63
764,0.07,0.64
765,0.07,0.65
766,0.07,0.66
767,0.07,0.67
768,0.07,0.68
769,0.07,0.6900000000000001
770,0.07,0.7000000000000001
771,0.07,0.71
772,0.07,0.72
773,0.07,0.73
774,0.07,0.74
775,0.07,0.75
776,0.07,0.76
777,0.07,0.77
778,0.07,0.78
779,0.07,0.79
780,0.07,0.8
781,0.07,0.81
782,0.07,0.8200000000000001
783,0.07,0.8300000000000001
784,0.07,0.84
785,0.07,0.85
786,0.07,0.86
787,0.07,0.87
788,0.07,0.88
789,0.07,0.89
790,0.07,0.9
791,0.07,0.91
792,0.07,0.92
793,0.07,0.93
794,0.07,0.9400000000000001
795,0.07,0.9500000000000001
796,0.07,0.96
797,0.07,0.97
798,0.07,0.98
799,0.07,0.99
800,0.08,0.0
801,0.08,0.01
802,0.08,0.02
803,0.08,0.03
804,0.08,0.04
805,0.08,0.05
806,0.08,0.06
807,0.08,0.07
808,0.08,0.08
809,0.08,0.09
810,0.08,0.1
811,0.08,0.11
812,0.08,0.12
813,0.08,0.13
814,0.08,0.14
815,0.08,0.15
816,0.08,0.16
817,0.08,0.17
818,0.08,0.18
819,0.08,0.19
820,0.08,0.2
821,0.08,0.21
822,0.08,0.22
823,0.08,0.23
824,0.08,0.24
825,0.08,0.25
826,0.08,0.26
827,0.08,0.27
828,0.08,0.28
829,0.08,0.29
830,0.08,0.3
831,0.08,0.31
832,0.08,0.32
833,0.08,0.33
834,0.08,0.34
835,0.08,0.35000000000000003
836,0.08,0.36
837,0.08,0.37
838,0.08,0.38
839,0.08,0.39
840,0.08,0.4
841,0.08,0.41000000000000003
842,0.08,0.42
843,0.08,0.43
844,0.08,0.44
845,0.08,0.45
846,0.08,0.46
847,0.08,0.47000000000000003
848,0.08,0.48
849,0.08,0.49
850,0.08,0.5
851,0.08,0.51
852,0.08,0.52
853,0.08,0.53
854,0.08,0.54
855,0.08,0.55
856,0.08,0.56
857,0.08,0.5700000000000001
858,0.08,0.58
859,0.08,0.59
860,0.08,0.6
861,0.08,0.61
862,0.08,0.62
863,0.08,0.63
864,0.08,0.64
865,0.08,0.65
866,0.08,0.66
867,0.08,0.67
868,0.08,0.68
869,0.08,0.6900000000000001
870,0.08,0.7000000000000001
871,0.08,0.71
872,0.08,0.72
873,0.08,0.73
874,0.08,0.74
875,0.08,0.75
876,0.08,0.76
877,0.08,0.77
878,0.08,0.78
879,0.08,0.79
880,0.08,0.8
881,0.08,0.81
882,0.08,0.8200000000000001
883,0.08,0.8300000000000001
884,0.08,0.84
885,0.08,0.85
886,0.08,0.86
887,0.08,0.87
888,0.08,0.88
889,0.08,0.89
890,0.08,0.9
891,0.08,0.91
892,0.08,0.92
893,0.08,0.93
894,0.08,0.9400000000000001
895,0.08,0.9500000000000001
896,0.08,0.96
897,0.08,0.97
898,0.08,0.98
899,0.08,0.99
900,0.09,0.0
901,0.09,0.01
902,0.09,0.02
903,0.09,0.03
904,0.09,0.04
905,0.09,0.05
906,0.09,0.06
907,0.09,0.07
908,0.09,0.08
909,0.09,0.09
910,0.09,0.1
911,0.09,0.11
912,0.09,0.12
913,0.09,0.13
914,0.09,0.14
915,0.09,0.15
916,0.09,0.16
917,0.09,0.17
918,0.09,0.18
919,0.09,0.19
920,0.09,0.2
921,0.09,0.21
922,0.09,0.22
923,0.09,0.23
924,0.09,0.24
925,0.09,0.25
926,0.09,0.26
927,0.09,0.27
928,0.09,0.28
929,0.09,0.29
930,0.09,0.3
931,0.09,0.31
932,0.09,0.32
933,0.09,0.33
934,0.09,0.34
935,0.09,0.35000000000000003
936,0.09,0.36
937,0.09,0.37
938,0.09,0.38
939,0.09,0.39
940,0.09,0.4
941,0.09,0.41000000000000003
942,0.09,0.42
943,0.09,0.43
944,0.09,0.44
945,0.09,0.45
946,0.09,0.46
947,0.09,0.47000000000000003
948,0.09,0.48
949,0.09,0.49
950,0.09,0.5
951,0.09,0.51
952,0.09,0.52
953,0.09,0.53
954,0.09,0.54
955,0.09,0.55
956,0.09,0.56
957,0.09,0.5700000000000001
958,0.09,0.58
959,0.09,0.59
960,0.09,0.6
961,0.09,0.61
962,0.09,0.62
963,0.09,0.63
964,0.09,0.64
965,0.09,0.65
966,0.09,0.66
967,0.09,0.67
968,0.09,0.68
969,0.09,0.6900000000000001
970,0.09,0.7000000000000001
971,0.09,0.71
972,0.09,0.72
973,0.09,0.73
974,0.09,0.74
975,0.09,0.75
976,0.09,0.76
977,0.09,0.77
978,0.09,0.78
979,0.09,0.79
980,0.09,0.8
981,0.09,0.81
982,0.09,0.8200000000000001
983,0.09,0.8300000000000001
984,0.09,0.84
985,0.09,0.85
986,0.09,0.86
987,0.09,0.87
988,0.09,0.88
989,0.09,0.89
990,0.09,0.9
991,0.09,0.91
992,0.09,0.92
993,0.09,0.93
994,0.09,0.9400000000000001
995,0.09,0.9500000000000001
996,0.09,0.96
997,0.09,0.97
998,0.09,0.98
999,0.09,0.99
1000,0.1,0.0
1001,0.1,0.01
1002,0.1,0.02
1003,0.1,0.03
1004,0.1,0.04
1005,0.1,0.05
1006,0.1,0.06
1007,0.1,0.07
1008,0.1,0.08
1009,0.1,0.09
1010,0.1,0.1
1011,0.1,0.11
1012,0.1,0.12
1013,0.1,0.13
1014,0.1,0.14
1015,0.1,0.15
1016,0.1,0.16
1017,0.1,0.17
1018,0.1,0.18
1019,0.1,0.19
1020,0.1,0.2
1021,0.1,0.21
1022,0.1,0.22
1023,0.1,0.23
1024,0.1,0.24
1025,0.1,0.25
1026,0.1,0.26
1027,0.1,0.27
1028,0.1,0.28
1029,0.1,0.29
1030,0.1,0.3
1031,0.1,0.31
1032,0.1,0.32
1033,0.1,0.33
1034,0.1,0.34
1035,0.1,0.35000000000000003
1036,0.1,0.36
1037,0.1,0.37
1038,0.1,0.38
1039,0.1,0.39
1040,0.1,0.4
1041,0.1,0.41000000000000003
1042,0.1,0.42
1043,0.1,0.43
1044,0.1,0.44
1045,0.1,0.45
1046,0.1,0.46
1047,0.1,0.47000000000000003
1048,0.1,0.48
1049,0.1,0.49
1050,0.1,0.5
1051,0.1,0.51
1052,0.1,0.52
1053,0.1,0.53
1054,0.1,0.54
1055,0.1,0.55
1056,0.1,0.56
1057,0.1,0.5700000000000001
1058,0.1,0.58
1059,0.1,0.59
1060,0.1,0.6
1061,0.1,0.61
1062,0.1,0.62
1063,0.1,0.63
1064,0.1,0.64
1065,0.1,0.65
1066,0.1,0.66
1067,0.1,0.67
1068,0.1,0.68
1069,0.1,0.6900000000000001
1070,0.1,0.7000000000000001
1071,0.1,0.71
1072,0.1,0.72
1073,0.1,0.73
1074,0.1,0.74
1075,0.1,0.75
1076,0.1,0.76
1077,0.1,0.77
1078,0.1,0.78
1079,0.1,0.79
1080,0.1,0.8
1081,0.1,0.81
1082,0.1,0.8200000000000001
1083,0.1,0.8300000000000001
1084,0.1,0.84
1085,0.1,0.85
1086,0.1,0.86
1087,0.1,0.87
1088,0.1,0.88
1089,0.1,0.89
1090,0.1,0.9
1091,0.1,0.91
1092,0.1,0.92
1093,0.1,0.93
1094,0.1,0.9400000000000001
1095,0.1,0.9500000000000001
1096,0.1,0.96
1097,0.1,0.97
1098,0.1,0.98
1099,0.1,0.99
1100,0.11,0.0
1101,0.11,0.01
1102,0.11,0.02
1103,0.11,0.03
1104,0.11,0.04
1105,0.11,0.05
1106,0.11,0.06
1107,0.11,0.07
1108,0.11,0.08
1109,0.11,0.09
1110,0.11,0.1
1111,0.11,0.11
1112,0.11,0.12
1113,0.11,0.13
1114,0.11,0.14
1115,0.11,0.15
1116,0.11,0.16
1117,0.11,0.17
1118,0.11,0.18
1119,0.11,0.19
1120,0.11,0.2
1121,0.11,0.21
1122,0.11,0.22
1123,0.11,0.23
1124,0.11,0.24
1125,0.11,0.25
1126,0.11,0.26
1127,0.11,0.27
1128,0.11,0.28
1129,0.11,0.29
1130,0.11,0.3
1131,0.11,0.31
1132,0.11,0.32
1133,0.11,0.33
1134,0.11,0.34
1135,0.11,0.35000000000000003
1136,0.11,0.36
1137,0.11,0.37
1138,0.11,0.38
1139,0.11,0.39
1140,0.11,0.4
1141,0.11,0.41000000000000003
1142,0.11,0.42
1143,0.11,0.43
1144,0.11,0.44
1145,0.11,0.45
1146,0.11,0.46
1147,0.11,0.47000000000000003
1148,0.11,0.48
1149,0.11,0.49
1150,0.11,0.5
1151,0.11,0.51
1152,0.11,0.52
1153,0.11,0.53
1154,0.11,0.54
1155,0.11,0.55
1156,0.11,0.56
1157,0.11,0.5700000000000001
1158,0.11,0.58
1159,0.11,0.59
1160,0.11,0.6
1161,0.11,0.61
1162,0.11,0.62
1163,0.11,0.63
1164,0.11,0.64
1165,0.11,0.65
1166,0.11,0.66
1167,0.11,0.67
1168,0.11,0.68
1169,0.11,0.6900000000000001
1170,0.11,0.7000000000000001
1171,0.11,0.71
1172,0.11,0.72
1173,0.11,0.73
1174,0.11,0.74
1175,0.11,0.75
1176,0.11,0.76
1177,0.11,0.77
1178,0.11,0.78
1179,0.11,0.79
1180,0.11,0.8
1181,0.11,0.81
1182,0.11,0.8200000000000001
1183,0.11,0.8300000000000001
1184,0.11,0.84
1185,0.11,0.85
1186,0.11,0.86
1187,0.11,0.87
1188,0.11,0.88
1189,0.11,0.89
1190,0.11,0.9
1191,0.11,0.91
1192,0.11,0.92
1193,0.11,0.93
1194,0.11,0.9400000000000001
1195,0.11,0.9500000000000001
1196,0.11,0.96
1197,0.11,0.97
1198,0.11,0.98
1199,0.11,0.99
1200,0.12,0.0
1201,0.12,0.01
1202,0.12,0.02
1203,0.12,0.03
1204,0.12,0.04
1205,0.12,0.05
1206,0.12,0.06
1207,0.12,0.07
1208,0.12,0.08
1209,0.12,0.09
1210,0.12,0.1
1211,0.12,0.11
1212,0.12,0.12
1213,0.12,0.13
1214,0.12,0.14
1215,0.12,0.15
1216,0.12,0.16
1217,0.12,0.17
1218,0.12,0.18
1219,0.12,0.19
1220,0.12,0.2
1221,0.12,0.21
1222,0.12,0.22
1223,0.12,0.23
1224,0.12,0.24
1225,0.12,0.25
1226,0.12,0.26
1227,0.12,0.27
1228,0.12,0.28
1229,0.12,0.29
1230,0.12,0.3
1231,0.12,0.31
1232,0.12,0.32
1233,0.12,0.33
1234,0.12,0.34
1235,0.12,0.35000000000000003
1236,0.12,0.36
1237,0.12,0.37
1238,0.12,0.38
1239,0.12,0.39
1240,0.12,0.4
1241,0.12,0.41000000000000003
1242,0.12,0.42
1243,0.12,0.43
1244,0.12,0.44
1245,0.12,0.45
1246,0.12,0.46
1247,0.12,0.47000000000000003
1248,0.12,0.48
1249,0.12,0.49
1250,0.12,0.5
1251,0.12,0.51
1252,0.12,0.52
1253,0.12,0.53
1254,0.12,0.54
1255,0.12,0.55
1256,0.12,0.56
1257,0.12,0.5700000000000001
1258,0.12,0.58
1259,0.12,0.59
1260,0.12,0.6
1261,0.12,0.61
1262,0.12,0.62
1263,0.12,0.63
1264,0.12,0.64
1265,0.12,0.65
1266,0.12,0.66
1267,0.12,0.67
1268,0.12,0.68
1269,0.12,0.6900000000000001
1270,0.12,0.7000000000000001
1271,0.12,0.71
1272,0.12,0.72
1273,0.12,0.73
1274,0.12,0.74
1275,0.12,0.75
1276,0.12,0.76
1277,0.12,0.77
1278,0.12,0.78
1279,0.12,0.79
1280,0.12,0.8
1281,0.12,0.81
1282,0.12,0.8200000000000001
1283,0.12,0.8300000000000001
1284,0.12,0.84
1285,0.12,0.85
1286,0.12,0.86
1287,0.12,0.87
1288,0.12,0.88
1289,0.12,0.89
1290,0.12,0.9
1291,0.12,0.91
1292,0.12,0.92
1293,0.12,0.93
1294,0.12,0.9400000000000001
1295,0.12,0.9500000000000001
1296,0.12,0.96
1297,0.12,0.97
1298,0.12,0.98
1299,0.12,0.99
1300,0.13,0.0
1301,0.13,0.01
1302,0.13,0.02
